<152,6,2>,
<153,6,3>,
<154,6,4>,
<155,6,5>,
<156,6,6>,
<157,6,7>,
<158,6,8>,
<159,6,9>,
<160,6,10>,
<161,6,11>,
<162,6,12>,
<164,6,13>,
<166,6,14>,
<167,6,15>,
<168,6,16>,
<169,6,17>,
<174,6,18>,
<175,6,19>,
<178,6,20>,
<180,6,21>,
<181,7,1>,
<182,7,2>,
<183,7,3>,
<184,7,4>,
<185,7,5>,
<186,7,6>,
<187,7,7>,
<188,7,8>,
<189,7,9>,
<190,7,10>,
<191,7,11>,
<193,7,12>,
<194,7,13>,
<198,7,14>,
<200,7,15>,
<203,7,16>,
<204,7,17>,
<206,7,18>,
<207,7,19>,
<209,7,20>,
<211,8,1>,
<212,8,2>,
<213,8,3>,
<214,8,4>,
<215,8,5>,
<216,8,6>,
<217,8,7>,
<218,8,8>,
<219,8,9>,
<220,8,10>,
<221,8,11>,
<224,8,12>,
<225,8,13>,
<226,8,14>,
<231,8,15>,
<234,8,16>,
<237,8,17>,
<239,8,18>,
<240,8,19>,
<241,9,1>,
<242,9,2>,
<243,9,3>,
<244,9,4>,
<245,9,5>,
<246,9,6>,
<247,9,7>,
<248,9,8>,
<249,9,9>,
<250,9,10>,
<251,9,11>,
<253,9,12>,
<257,9,13>,
<259,9,14>,
<261,9,15>,
<263,9,16>,
<267,9,17>,
<269,9,18>,
<270,9,19>,
<271,10,1>,
<272,10,2>,
<273,10,3>,
<274,10,4>,
<275,10,5>,
<276,10,6>,
<277,10,7>,
<278,10,8>,
<279,10,9>,
<280,10,10>,
<281,10,11>,
<283,10,12>,
<284,10,13>,
<285,10,14>,
<289,10,15>,
<290,10,16>,
<292,10,17>,
<293,10,18>,
<294,10,19>,
<295,10,20>,
<301,11,1>,
<302,11,2>,
<303,11,3>,
<304,11,4>,
<305,11,5>,
<306,11,6>,
<307,11,7>,
<308,11,8>,
<309,11,9>,
<310,11,10>,
<311,11,11>,
<312,11,12>,
<313,11,13>,
<316,11,14>,
<318,11,15>,
<323,11,16>,
<324,11,17>,
<326,11,18>,
<330,11,19>,
<331,12,1>,
<332,12,2>,
<333,12,3>,
<334,12,4>,
<335,12,5>,
<336,12,6>,
<337,12,7>,
<338,12,8>,
<339,12,9>,
<340,12,10>,
<341,12,11>,
<342,12,12>,
<343,12,13>,
<344,12,14>,
<345,12,15>,
<346,12,16>,
<347,12,17>,
<349,12,18>,
<350,12,19>,
<351,12,20>,
<352,12,21>,
<353,12,22>,
<355,12,23>,
<356,12,24>,
<357,12,25>,
<358,12,26>,
<361,13,1>,
<362,13,2>,
<363,13,3>,
<364,13,4>,
<365,13,5>,
<366,13,6>,
<367,13,7>,
<368,13,8>,
<369,13,9>,
<370,13,10>,
<371,13,11>,
<374,13,12>,
<375,13,13>,
<377,13,14>,
<378,13,15>,
<379,13,16>,
<381,13,17>,
<382,13,18>,
<384,13,19>,
<389,13,20>,
<391,14,1>,
<392,14,2>,
<393,14,3>,
<394,14,4>,
<395,14,5>,
<396,14,6>,
<397,14,7>,
<398,14,8>,
<399,14,9>,
<400,14,10>,
<401,14,11>,
<404,14,12>,
<406,14,13>,
<411,14,14>,
<412,14,15>,
<414,14,16>,
<417,14,17>,
<420,14,18>,
<421,15,1>,
<422,15,2>,
<423,15,3>,
<424,15,4>,
<425,15,5>,
<426,15,6>,
<427,15,7>,
<428,15,8>,
<429,15,9>,
<430,15,10>,
<431,15,11>,
<432,15,12>,
<433,15,13>,
<434,15,14>,
<435,15,15>,
<438,15,16>,
<439,15,17>,
<441,15,18>,
<443,15,19>,
<444,15,20>,
<445,15,21>,
<446,15,22>,
<448,15,23>,
<451,16,1>,
<452,16,2>,
<453,16,3>,
<454,16,4>,
<455,16,5>,
<456,16,6>,
<457,16,7>,
<458,16,8>,
<459,16,9>,
<460,16,10>,
<461,16,11>,
<462,16,12>,
<464,16,13>,
<466,16,14>,
<468,16,15>,
<471,16,16>,
<473,16,17>,
<475,16,18>,
<477,16,19>,
<478,16,20>,
<479,16,21>,
<480,16,22>,
<481,17,1>,
<482,17,2>,
<483,17,3>,
<484,17,4>,
<485,17,5>,
<486,17,6>,
<487,17,7>,
<488,17,8>,
<489,17,9>,
<490,17,10>,
<491,17,11>,
<497,17,12>,
<499,17,13>,
<503,17,14>,
<506,17,15>,
<507,17,16>,
<508,17,17>,
<509,17,18>,
<510,17,19>,
<511,18,1>,
<512,18,2>,
<513,18,3>,
<514,18,4>,
<515,18,5>,
<516,18,6>,
<517,18,7>,
<518,18,8>,
<519,18,9>,
<520,18,10>,
<521,18,11>,
<522,18,12>,
<525,18,13>,
<528,18,14>,
<532,18,15>,
<536,18,16>,
<537,18,17>,
<541,19,1>,
<542,19,2>,
<543,19,3>,
<544,19,4>,
<545,19,5>,
<546,19,6>,
<547,19,7>,
<548,19,8>,
<549,19,9>,
<550,19,10>,
<551,19,11>,
<553,19,12>,
<555,19,13>,
<556,19,14>,
<557,19,15>,
<559,19,16>,
<560,19,17>,
<562,19,18>,
<565,19,19>,
<566,19,20>,
<568,19,21>,
<569,19,22>,
<571,20,1>,
<572,20,2>,
<573,20,3>,
<574,20,4>,
<575,20,5>,
<576,20,6>,
<577,20,7>,
<578,20,8>,
<579,20,9>,
<580,20,10>,
<581,20,11>,
<582,20,12>,
<586,20,13>,
<588,20,14>,
<589,20,15>,
<591,20,16>,
<592,20,17>,
<593,20,18>,
<594,20,19>,
<596,20,20>,
<597,20,21>,
<599,20,22>,
<600,20,23>
 };
Modes = { 
<1,1,2,1>,
<1,1,2,2>,
<1,1,2,4>,
<1,1,2,7>,
<1,1,2,9>,
<2,2,3,1>,
<2,2,3,2>,
<2,2,3,3>,
<2,2,3,5>,
<2,2,3,7>,
<2,2,3,9>,
<3,3,10,2>,
<3,3,10,4>,
<3,3,10,5>,
<3,3,10,6>,
<3,3,10,7>,
<3,3,10,8>,
<3,3,10,9>,
<3,4,10,2>,
<3,4,10,4>,
<3,4,10,5>,
<3,4,10,6>,
<3,4,10,7>,
<3,4,10,8>,
<3,4,10,9>,
<4,5,1,1>,
<4,5,1,3>,
<4,5,1,6>,
<4,5,1,8>,
<4,5,1,9>,
<4,6,1,1>,
<4,6,1,3>,
<4,6,1,6>,
<4,6,1,8>,
<4,6,1,9>,
<5,7,3,2>,
<5,7,3,3>,
<5,7,3,7>,
<5,7,3,9>,
<6,8,4,1>,
<6,8,4,6>,
<6,8,4,8>,
<7,9,8,1>,
<7,9,8,6>,
<7,9,8,7>,
<7,9,8,8>,
<7,9,8,9>,
<8,10,5,1>,
<8,10,5,3>,
<8,10,5,5>,
<8,10,5,7>,
<8,10,5,8>,
<8,11,5,1>,
<8,11,5,3>,
<8,11,5,5>,
<8,11,5,7>,
<8,11,5,8>,
<9,12,1,3>,
<9,12,1,4>,
<9,12,1,5>,
<9,12,1,7>,
<10,13,10,1>,
<10,13,10,5>,
<10,13,10,6>,
<10,13,10,7>,
<10,13,10,8>,
<10,13,10,9>,
<10,14,10,1>,
<10,14,10,5>,
<10,14,10,6>,
<10,14,10,7>,
<10,14,10,8>,
<10,14,10,9>,
<11,1,10,1>,
<11,1,10,2>,
<11,1,10,4>,
<11,1,10,7>,
<11,1,10,9>,
<12,2,3,1>,
<12,2,3,2>,
<12,2,3,3>,
<12,2,3,5>,
<12,2,3,7>,
<12,2,3,9>,
<13,3,4,2>,
<13,3,4,4>,
<13,3,4,5>,
<13,3,4,6>,
<13,3,4,7>,
<13,3,4,8>,
<13,3,4,9>,
<13,4,4,2>,
<13,4,4,4>,
<13,4,4,5>,
<13,4,4,6>,
<13,4,4,7>,
<13,4,4,8>,
<13,4,4,9>,
<18,10,5,1>,
<18,10,5,3>,
<18,10,5,5>,
<18,10,5,7>,
<18,10,5,8>,
<18,11,5,1>,
<18,11,5,3>,
<18,11,5,5>,
<18,11,5,7>,
<18,11,5,8>,
<19,12,1,3>,
<19,12,1,4>,
<19,12,1,5>,
<19,12,1,7>,
<20,13,2,1>,
<20,13,2,5>,
<20,13,2,6>,
<20,13,2,7>,
<20,13,2,8>,
<20,13,2,9>,
<20,14,2,1>,
<20,14,2,5>,
<20,14,2,6>,
<20,14,2,7>,
<20,14,2,8>,
<20,14,2,9>,
<21,1,10,1>,
<21,1,10,2>,
<21,1,10,4>,
<21,1,10,7>,
<21,1,10,9>,
<23,3,1,2>,
<23,3,1,4>,
<23,3,1,5>,
<23,3,1,6>,
<23,3,1,7>,
<23,3,1,8>,
<23,3,1,9>,
<23,4,1,2>,
<23,4,1,4>,
<23,4,1,5>,
<23,4,1,6>,
<23,4,1,7>,
<23,4,1,8>,
<23,4,1,9>,
<25,7,5,2>,
<25,7,5,3>,
<25,7,5,7>,
<25,7,5,9>,
<26,8,5,1>,
<26,8,5,6>,
<26,8,5,8>,
<28,10,7,1>,
<28,10,7,3>,
<28,10,7,5>,
<28,10,7,7>,
<28,10,7,8>,
<28,11,7,1>,
<28,11,7,3>,
<28,11,7,5>,
<28,11,7,7>,
<28,11,7,8>,
<31,1,1,1>,
<31,1,1,2>,
<31,1,1,4>,
<31,1,1,7>,
<31,1,1,9>,
<32,2,6,1>,
<32,2,6,2>,
<32,2,6,3>,
<32,2,6,5>,
<32,2,6,7>,
<32,2,6,9>,
<33,3,2,2>,
<33,3,2,4>,
<33,3,2,5>,
<33,3,2,6>,
<33,3,2,7>,
<33,3,2,8>,
<33,3,2,9>,
<33,4,2,2>,
<33,4,2,4>,
<33,4,2,5>,
<33,4,2,6>,
<33,4,2,7>,
<33,4,2,8>,
<33,4,2,9>,
<34,5,1,1>,
<34,5,1,3>,
<34,5,1,6>,
<34,5,1,8>,
<34,5,1,9>,
<34,6,1,1>,
<34,6,1,3>,
<34,6,1,6>,
<34,6,1,8>,
<34,6,1,9>,
<35,7,2,2>,
<35,7,2,3>,
<35,7,2,7>,
<35,7,2,9>,
<36,8,4,1>,
<36,8,4,6>,
<36,8,4,8>,
<37,9,2,1>,
<37,9,2,6>,
<37,9,2,7>,
<37,9,2,8>,
<37,9,2,9>,
<38,10,6,1>,
<38,10,6,3>,
<38,10,6,5>,
<38,10,6,7>,
<38,10,6,8>,
<38,11,6,1>,
<38,11,6,3>,
<38,11,6,5>,
<38,11,6,7>,
<38,11,6,8>,
<39,12,10,3>,
<39,12,10,4>,
<39,12,10,5>,
<39,12,10,7>,
<40,13,4,1>,
<40,13,4,5>,
<40,13,4,6>,
<40,13,4,7>,
<40,13,4,8>,
<40,13,4,9>,
<40,14,4,1>,
<40,14,4,5>,
<40,14,4,6>,
<40,14,4,7>,
<40,14,4,8>,
<40,14,4,9>,
<41,1,6,1>,
<41,1,6,2>,
<41,1,6,4>,
<41,1,6,7>,
<41,1,6,9>,
<42,2,2,1>,
<42,2,2,2>,
<42,2,2,3>,
<42,2,2,5>,
<42,2,2,7>,
<42,2,2,9>,
<46,8,3,1>,
<46,8,3,6>,
<46,8,3,8>,
<47,9,10,1>,
<47,9,10,6>,
<47,9,10,7>,
<47,9,10,8>,
<47,9,10,9>,
<48,10,6,1>,
<48,10,6,3>,
<48,10,6,5>,
<48,10,6,7>,
<48,10,6,8>,
<48,11,6,1>,
<48,11,6,3>,
<48,11,6,5>,
<48,11,6,7>,
<48,11,6,8>,
<50,13,4,1>,
<50,13,4,5>,
<50,13,4,6>,
<50,13,4,7>,
<50,13,4,8>,
<50,13,4,9>,
<50,14,4,1>,
<50,14,4,5>,
<50,14,4,6>,
<50,14,4,7>,
<50,14,4,8>,
<50,14,4,9>,
<51,1,7,1>,
<51,1,7,2>,
<51,1,7,4>,
<51,1,7,7>,
<51,1,7,9>,
<53,3,1,2>,
<53,3,1,4>,
<53,3,1,5>,
<53,3,1,6>,
<53,3,1,7>,
<53,3,1,8>,
<53,3,1,9>,
<53,4,1,2>,
<53,4,1,4>,
<53,4,1,5>,
<53,4,1,6>,
<53,4,1,7>,
<53,4,1,8>,
<53,4,1,9>,
<55,7,1,2>,
<55,7,1,3>,
<55,7,1,7>,
<55,7,1,9>,
<56,8,8,1>,
<56,8,8,6>,
<56,8,8,8>,
<60,13,4,1>,
<60,13,4,5>,
<60,13,4,6>,
<60,13,4,7>,
<60,13,4,8>,
<60,13,4,9>,
<60,14,4,1>,
<60,14,4,5>,
<60,14,4,6>,
<60,14,4,7>,
<60,14,4,8>,
<60,14,4,9>,
<61,1,8,1>,
<61,1,8,2>,
<61,1,8,4>,
<61,1,8,7>,
<61,1,8,9>,
<62,2,8,1>,
<62,2,8,2>,
<62,2,8,3>,
<62,2,8,5>,
<62,2,8,7>,
<62,2,8,9>,
<63,3,8,2>,
<63,3,8,4>,
<63,3,8,5>,
<63,3,8,6>,
<63,3,8,7>,
<63,3,8,8>,
<63,3,8,9>,
<63,4,8,2>,
<63,4,8,4>,
<63,4,8,5>,
<63,4,8,6>,
<63,4,8,7>,
<63,4,8,8>,
<63,4,8,9>,
<64,5,8,1>,
<64,5,8,3>,
<64,5,8,6>,
<64,5,8,8>,
<64,5,8,9>,
<64,6,8,1>,
<64,6,8,3>,
<64,6,8,6>,
<64,6,8,8>,
<64,6,8,9>,
<65,7,5,2>,
<65,7,5,3>,
<65,7,5,7>,
<65,7,5,9>,
<66,8,2,1>,
<66,8,2,6>,
<66,8,2,8>,
<67,9,3,1>,
<67,9,3,6>,
<67,9,3,7>,
<67,9,3,8>,
<67,9,3,9>,
<68,10,4,1>,
<68,10,4,3>,
<68,10,4,5>,
<68,10,4,7>,
<68,10,4,8>,
<68,11,4,1>,
<68,11,4,3>,
<68,11,4,5>,
<68,11,4,7>,
<68,11,4,8>,
<69,12,6,3>,
<69,12,6,4>,
<69,12,6,5>,
<69,12,6,7>,
<70,13,3,1>,
<70,13,3,5>,
<70,13,3,6>,
<70,13,3,7>,
<70,13,3,8>,
<70,13,3,9>,
<70,14,3,1>,
<70,14,3,5>,
<70,14,3,6>,
<70,14,3,7>,
<70,14,3,8>,
<70,14,3,9>,
<71,1,8,1>,
<71,1,8,2>,
<71,1,8,4>,
<71,1,8,7>,
<71,1,8,9>,
<72,2,10,1>,
<72,2,10,2>,
<72,2,10,3>,
<72,2,10,5>,
<72,2,10,7>,
<72,2,10,9>,
<74,5,9,1>,
<74,5,9,3>,
<74,5,9,6>,
<74,5,9,8>,
<74,5,9,9>,
<74,6,9,1>,
<74,6,9,3>,
<74,6,9,6>,
<74,6,9,8>,
<74,6,9,9>,
<75,7,4,2>,
<75,7,4,3>,
<75,7,4,7>,
<75,7,4,9>,
<77,9,6,1>,
<77,9,6,6>,
<77,9,6,7>,
<77,9,6,8>,
<77,9,6,9>,
<79,12,4,3>,
<79,12,4,4>,
<79,12,4,5>,
<79,12,4,7>,
<80,13,1,1>,
<80,13,1,5>,
<80,13,1,6>,
<80,13,1,7>,
<80,13,1,8>,
<80,13,1,9>,
<80,14,1,1>,
<80,14,1,5>,
<80,14,1,6>,
<80,14,1,7>,
<80,14,1,8>,
<80,14,1,9>,
<83,3,8,2>,
<83,3,8,4>,
<83,3,8,5>,
<83,3,8,6>,
<83,3,8,7>,
<83,3,8,8>,
<83,3,8,9>,
<83,4,8,2>,
<83,4,8,4>,
<83,4,8,5>,
<83,4,8,6>,
<83,4,8,7>,
<83,4,8,8>,
<83,4,8,9>,
<85,7,7,2>,
<85,7,7,3>,
<85,7,7,7>,
<85,7,7,9>,
<88,10,9,1>,
<88,10,9,3>,
<88,10,9,5>,
<88,10,9,7>,
<88,10,9,8>,
<88,11,9,1>,
<88,11,9,3>,
<88,11,9,5>,
<88,11,9,7>,
<88,11,9,8>,
<91,1,6,1>,
<91,1,6,2>,
<91,1,6,4>,
<91,1,6,7>,
<91,1,6,9>,
<92,2,3,1>,
<92,2,3,2>,
<92,2,3,3>,
<92,2,3,5>,
<92,2,3,7>,
<92,2,3,9>,
<93,3,9,2>,
<93,3,9,4>,
<93,3,9,5>,
<93,3,9,6>,
<93,3,9,7>,
<93,3,9,8>,
<93,3,9,9>,
<93,4,9,2>,
<93,4,9,4>,
<93,4,9,5>,
<93,4,9,6>,
<93,4,9,7>,
<93,4,9,8>,
<93,4,9,9>,
<94,5,1,1>,
<94,5,1,3>,
<94,5,1,6>,
<94,5,1,8>,
<94,5,1,9>,
<94,6,1,1>,
<94,6,1,3>,
<94,6,1,6>,
<94,6,1,8>,
<94,6,1,9>,
<95,7,1,2>,
<95,7,1,3>,
<95,7,1,7>,
<95,7,1,9>,
<96,8,2,1>,
<96,8,2,6>,
<96,8,2,8>,
<97,9,4,1>,
<97,9,4,6>,
<97,9,4,7>,
<97,9,4,8>,
<97,9,4,9>,
<98,10,4,1>,
<98,10,4,3>,
<98,10,4,5>,
<98,10,4,7>,
<98,10,4,8>,
<98,11,4,1>,
<98,11,4,3>,
<98,11,4,5>,
<98,11,4,7>,
<98,11,4,8>,
<99,12,2,3>,
<99,12,2,4>,
<99,12,2,5>,
<99,12,2,7>,
<100,13,4,1>,
<100,13,4,5>,
<100,13,4,6>,
<100,13,4,7>,
<100,13,4,8>,
<100,13,4,9>,
<100,14,4,1>,
<100,14,4,5>,
<100,14,4,6>,
<100,14,4,7>,
<100,14,4,8>,
<100,14,4,9>,
<101,1,3,1>,
<101,1,3,2>,
<101,1,3,4>,
<101,1,3,7>,
<101,1,3,9>,
<102,2,8,1>,
<102,2,8,2>,
<102,2,8,3>,
<102,2,8,5>,
<102,2,8,7>,
<102,2,8,9>,
<103,3,6,2>,
<103,3,6,4>,
<103,3,6,5>,
<103,3,6,6>,
<103,3,6,7>,
<103,3,6,8>,
<103,3,6,9>,
<103,4,6,2>,
<103,4,6,4>,
<103,4,6,5>,
<103,4,6,6>,
<103,4,6,7>,
<103,4,6,8>,
<103,4,6,9>,
<106,8,7,1>,
<106,8,7,6>,
<106,8,7,8>,
<108,10,7,1>,
<108,10,7,3>,
<108,10,7,5>,
<108,10,7,7>,
<108,10,7,8>,
<108,11,7,1>,
<108,11,7,3>,
<108,11,7,5>,
<108,11,7,7>,
<108,11,7,8>,
<109,12,3,3>,
<109,12,3,4>,
<109,12,3,5>,
<109,12,3,7>,
<112,2,7,1>,
<112,2,7,2>,
<112,2,7,3>,
<112,2,7,5>,
<112,2,7,7>,
<112,2,7,9>,
<116,8,10,1>,
<116,8,10,6>,
<116,8,10,8>,
<119,12,1,3>,
<119,12,1,4>,
<119,12,1,5>,
<119,12,1,7>,
<121,1,7,1>,
<121,1,7,2>,
<121,1,7,4>,
<121,1,7,7>,
<121,1,7,9>,
<122,2,5,1>,
<122,2,5,2>,
<122,2,5,3>,
<122,2,5,5>,
<122,2,5,7>,
<122,2,5,9>,
<123,3,4,2>,
<123,3,4,4>,
<123,3,4,5>,
<123,3,4,6>,
<123,3,4,7>,
<123,3,4,8>,
<123,3,4,9>,
<123,4,4,2>,
<123,4,4,4>,
<123,4,4,5>,
<123,4,4,6>,
<123,4,4,7>,
<123,4,4,8>,
<123,4,4,9>,
<124,5,1,1>,
<124,5,1,3>,
<124,5,1,6>,
<124,5,1,8>,
<124,5,1,9>,
<124,6,1,1>,
<124,6,1,3>,
<124,6,1,6>,
<124,6,1,8>,
<124,6,1,9>,
<125,7,10,2>,
<125,7,10,3>,
<125,7,10,7>,
<125,7,10,9>,
<126,8,8,1>,
<126,8,8,6>,
<126,8,8,8>,
<127,9,5,1>,
<127,9,5,6>,
<127,9,5,7>,
<127,9,5,8>,
<127,9,5,9>,
<128,10,5,1>,
<128,10,5,3>,
<128,10,5,5>,
<128,10,5,7>,
<128,10,5,8>,
<128,11,5,1>,
<128,11,5,3>,
<128,11,5,5>,
<128,11,5,7>,
<128,11,5,8>,
<129,12,2,3>,
<129,12,2,4>,
<129,12,2,5>,
<129,12,2,7>,
<130,13,10,1>,
<130,13,10,5>,
<130,13,10,6>,
<130,13,10,7>,
<130,13,10,8>,
<130,13,10,9>,
<130,14,10,1>,
<130,14,10,5>,
<130,14,10,6>,
<130,14,10,7>,
<130,14,10,8>,
<130,14,10,9>,
<131,1,8,1>,
<131,1,8,2>,
<131,1,8,4>,
<131,1,8,7>,
<131,1,8,9>,
<132,2,6,1>,
<132,2,6,2>,
<132,2,6,3>,
<132,2,6,5>,
<132,2,6,7>,
<132,2,6,9>,
<136,8,4,1>,
<136,8,4,6>,
<136,8,4,8>,
<141,1,5,1>,
<141,1,5,2>,
<141,1,5,4>,
<141,1,5,7>,
<141,1,5,9>,
<142,2,5,1>,
<142,2,5,2>,
<142,2,5,3>,
<142,2,5,5>,
<142,2,5,7>,
<142,2,5,9>,
<143,3,9,2>,
<143,3,9,4>,
<143,3,9,5>,
<143,3,9,6>,
<143,3,9,7>,
<143,3,9,8>,
<143,3,9,9>,
<143,4,9,2>,
<143,4,9,4>,
<143,4,9,5>,
<143,4,9,6>,
<143,4,9,7>,
<143,4,9,8>,
<143,4,9,9>,
<144,5,5,1>,
<144,5,5,3>,
<144,5,5,6>,
<144,5,5,8>,
<144,5,5,9>,
<144,6,5,1>,
<144,6,5,3>,
<144,6,5,6>,
<144,6,5,8>,
<144,6,5,9>,
<150,13,10,1>,
<150,13,10,5>,
<150,13,10,6>,
<150,13,10,7>,
<150,13,10,8>,
<150,13,10,9>,
<150,14,10,1>,
<150,14,10,5>,
<150,14,10,6>,
<150,14,10,7>,
<150,14,10,8>,
<150,14,10,9>,
<151,1,8,1>,
<151,1,8,2>,
<151,1,8,4>,
<151,1,8,7>,
<151,1,8,9>,
<152,2,5,1>,
<152,2,5,2>,
<152,2,5,3>,
<152,2,5,5>,
<152,2,5,7>,
<152,2,5,9>,
<153,3,3,2>,
<153,3,3,4>,
<153,3,3,5>,
<153,3,3,6>,
<153,3,3,7>,
<153,3,3,8>,
<153,3,3,9>,
<153,4,3,2>,
<153,4,3,4>,
<153,4,3,5>,
<153,4,3,6>,
<153,4,3,7>,
<153,4,3,8>,
<153,4,3,9>,
<154,5,10,1>,
<154,5,10,3>,
<154,5,10,6>,
<154,5,10,8>,
<154,5,10,9>,
<154,6,10,1>,
<154,6,10,3>,
<154,6,10,6>,
<154,6,10,8>,
<154,6,10,9>,
<155,7,10,2>,
<155,7,10,3>,
<155,7,10,7>,
<155,7,10,9>,
<156,8,6,1>,
<156,8,6,6>,
<156,8,6,8>,
<157,9,7,1>,
<157,9,7,6>,
<157,9,7,7>,
<157,9,7,8>,
<157,9,7,9>,
<158,10,10,1>,
<158,10,10,3>,
<158,10,10,5>,
<158,10,10,7>,
<158,10,10,8>,
<158,11,10,1>,
<158,11,10,3>,
<158,11,10,5>,
<158,11,10,7>,
<158,11,10,8>,
<159,12,8,3>,
<159,12,8,4>,
<159,12,8,5>,
<159,12,8,7>,
<160,13,2,1>,
<160,13,2,5>,
<160,13,2,6>,
<160,13,2,7>,
<160,13,2,8>,
<160,13,2,9>,
<160,14,2,1>,
<160,14,2,5>,
<160,14,2,6>,
<160,14,2,7>,
<160,14,2,8>,
<160,14,2,9>,
<161,1,10,1>,
<161,1,10,2>,
<161,1,10,4>,
<161,1,10,7>,
<161,1,10,9>,
<162,2,3,1>,
<162,2,3,2>,
<162,2,3,3>,
<162,2,3,5>,
<162,2,3,7>,
<162,2,3,9>,
<164,5,4,1>,
<164,5,4,3>,
<164,5,4,6>,
<164,5,4,8>,
<164,5,4,9>,
<164,6,4,1>,
<164,6,4,3>,
<164,6,4,6>,
<164,6,4,8>,
<164,6,4,9>,
<166,8,3,1>,
<166,8,3,6>,
<166,8,3,8>,
<167,9,7,1>,
<167,9,7,6>,
<167,9,7,7>,
<167,9,7,8>,
<167,9,7,9>,
<168,10,4,1>,
<168,10,4,3>,
<168,10,4,5>,
<168,10,4,7>,
<168,10,4,8>,
<168,11,4,1>,
<168,11,4,3>,
<168,11,4,5>,
<168,11,4,7>,
<168,11,4,8>,
<169,12,5,3>,
<169,12,5,4>,
<169,12,5,5>,
<169,12,5,7>,
<174,5,9,1>,
<174,5,9,3>,
<174,5,9,6>,
<174,5,9,8>,
<174,5,9,9>,
<174,6,9,1>,
<174,6,9,3>,
<174,6,9,6>,
<174,6,9,8>,
<174,6,9,9>,
<175,7,4,2>,
<175,7,4,3>,
<175,7,4,7>,
<175,7,4,9>,
<178,10,10,1>,
<178,10,10,3>,
<178,10,10,5>,
<178,10,10,7>,
<178,10,10,8>,
<178,11,10,1>,
<178,11,10,3>,
<178,11,10,5>,
<178,11,10,7>,
<178,11,10,8>,
<180,13,8,1>,
<180,13,8,5>,
<180,13,8,6>,
<180,13,8,7>,
<180,13,8,8>,
<180,13,8,9>,
<180,14,8,1>,
<180,14,8,5>,
<180,14,8,6>,
<180,14,8,7>,
<180,14,8,8>,
<180,14,8,9>,
<181,1,5,1>,
<181,1,5,2>,
<181,1,5,4>,
<181,1,5,7>,
<181,1,5,9>,
<182,2,3,1>,
<182,2,3,2>,
<182,2,3,3>,
<182,2,3,5>,
<182,2,3,7>,
<182,2,3,9>,
<183,3,4,2>,
<183,3,4,4>,
<183,3,4,5>,
<183,3,4,6>,
<183,3,4,7>,
<183,3,4,8>,
<183,3,4,9>,
<183,4,4,2>,
<183,4,4,4>,
<183,4,4,5>,
<183,4,4,6>,
<183,4,4,7>,
<183,4,4,8>,
<183,4,4,9>,
<184,5,4,1>,
<184,5,4,3>,
<184,5,4,6>,
<184,5,4,8>,
<184,5,4,9>,
<184,6,4,1>,
<184,6,4,3>,
<184,6,4,6>,
<184,6,4,8>,
<184,6,4,9>,
<185,7,4,2>,
<185,7,4,3>,
<185,7,4,7>,
<185,7,4,9>,
<186,8,10,1>,
<186,8,10,6>,
<186,8,10,8>,
<187,9,9,1>,
<187,9,9,6>,
<187,9,9,7>,
<187,9,9,8>,
<187,9,9,9>,
<188,10,10,1>,
<188,10,10,3>,
<188,10,10,5>,
<188,10,10,7>,
<188,10,10,8>,
<188,11,10,1>,
<188,11,10,3>,
<188,11,10,5>,
<188,11,10,7>,
